artists,name,year,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,duration_ms,genres
The Beatles,Strawberry Fields Forever - Remastered 2009,1967,70,0.336,0.39,0.502,0.000138,0.0713,-12.277000000000001,0.17800000000000002,0.289,97.87100000000001,247320,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Beatles,Eleanor Rigby - Remastered 2009,1966,70,0.9359999999999999,0.581,0.28,1.56e-05,0.305,-9.091000000000001,0.0381,0.813,137.83100000000002,126533,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",1968,70,0.0652,0.621,0.524,0.00199,0.893,-15.269,0.0803,0.889,110.586,162653,arkansas country outlaw country
Jefferson Airplane,Somebody to Love,1967,70,0.408,0.504,0.578,0.0,0.321,-9.302,0.031,0.654,132.411,174840,acid rock classic rock folk rock psychedelic rock rock roots rock
Jefferson Airplane,White Rabbit,1967,69,0.486,0.551,0.293,0.000273,0.0864,-12.503,0.0272,0.322,106.79799999999999,150640,acid rock classic rock folk rock psychedelic rock rock roots rock
The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,1967,69,0.0469,0.311,0.325,0.0,0.139,-9.042,0.0283,0.6679999999999999,65.09,208467,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Velvet Underground,Pale Blue Eyes,1969,69,0.9109999999999999,0.637,0.107,0.00146,0.10300000000000001,-18.759,0.0349,0.29600000000000004,82.87899999999998,339533,alternative rock art rock classic rock folk rock melancholia permanent wave protopunk psychedelic rock rock
Martha Reeves The Vandellas,Dancing In The Street,1965,69,0.0118,0.556,0.57,0.000526,0.198,-9.472000000000001,0.0393,0.304,126.01,165227,brill building pop classic girl group classic soul funk motown quiet storm soul
Johnny Cash,Ring of Fire,1963,69,0.623,0.659,0.585,0.000213,0.348,-8.189,0.0288,0.784,104.111,158427,arkansas country outlaw country
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1968,69,0.213,0.65,0.32299999999999995,0.0,0.187,-8.698,0.0283,0.276,110.962,166973,classic soul jazz blues memphis soul soul southern soul
Joe Cocker,With A Little Help From My Friends,1969,69,0.28800000000000003,0.307,0.43,0.0009939999999999999,0.0988,-11.333,0.0629,0.305,145.224,312173,blues rock classic rock mellow gold rock soft rock
Chuck Berry,You Never Can Tell,1964,69,0.731,0.525,0.852,5.11e-05,0.218,-9.519,0.222,0.884,157.404,161907,adult standards blues rock classic rock rock rock-and-roll rockabilly soul
The Beatles,Love Me Do - Remastered 2009,1963,69,0.386,0.52,0.8290000000000001,6.2e-05,0.22699999999999998,-6.228,0.0806,0.7440000000000001,147.997,141693,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Kinks,All Day and All of the Night,1964,69,0.262,0.551,0.86,4.57e-06,0.0558,-7.838999999999999,0.0796,0.723,136.921,141507,album rock art rock british invasion classic rock folk rock glam rock mellow gold protopunk rock roots rock
Jay The Americans,Come A Little Bit Closer,1964,69,0.52,0.636,0.684,0.0015,0.534,-9.302,0.057,0.8809999999999999,132.509,166667,adult standards brill building pop bubblegum pop doo-wop folk rock merseybeat rock-and-roll
The Drifters,Under the Boardwalk,1964,69,0.9079999999999999,0.747,0.226,0.000168,0.107,-13.635,0.0415,0.778,123.789,161960,adult standards brill building pop bubblegum pop motown rock-and-roll rockabilly soul
The Doors,People Are Strange,1967,69,0.685,0.6990000000000001,0.467,0.0,0.315,-8.578,0.0375,0.764,119.287,130173,acid rock album rock classic rock psychedelic rock rock
Otis Redding,Stand by Me,1964,69,0.27899999999999997,0.883,0.46399999999999997,1.51e-05,0.0744,-11.251,0.0591,0.925,111.54799999999999,172333,classic soul funk memphis soul soul soul blues southern soul
The Supremes,Baby Love,1964,69,0.76,0.595,0.643,0.0,0.5379999999999999,-9.275,0.0365,0.73,135.63299999999998,158040,brill building pop classic girl group disco funk motown quiet storm soul
The Who,My Generation - Stereo Version,1965,69,0.308,0.41200000000000003,0.782,0.00822,0.0775,-9.186,0.057999999999999996,0.705,96.73200000000001,198707,album rock art rock blues rock british invasion classic rock folk rock hard rock mellow gold rock roots rock
The Beatles,All My Loving - Remastered 2009,1963,68,0.207,0.41600000000000004,0.563,0.0,0.34299999999999997,-8.724,0.0298,0.9,77.56,127853,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,1965,68,0.183,0.425,0.369,0.00126,0.11199999999999999,-11.876,0.0379,0.65,176.625,124693,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Sam Cooke,A Change Is Gonna Come,1964,68,0.723,0.212,0.38299999999999995,0.0,0.299,-10.071,0.0347,0.452,173.79,191160,adult standards brill building pop classic soul rock-and-roll soul
Etta James,I'd Rather Go Blind,1968,68,0.6890000000000001,0.47700000000000004,0.433,0.000195,0.151,-6.473,0.0247,0.611,82.52,156653,adult standards jazz blues soul soul blues torch song vocal jazz
Big Brother The Holding Company Janis Joplin,Piece of My Heart,1968,68,0.263,0.44299999999999995,0.727,0.00014099999999999998,0.16899999999999998,-7.9510000000000005,0.145,0.5660000000000001,160.82,253333,blues rock classic rock psychedelic rock rock
The Beatles,And I Love Her - Remastered 2009,1964,68,0.64,0.767,0.331,0.0,0.0681,-10.777000000000001,0.0337,0.636,113.31200000000001,149693,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Kinks,Sunny Afternoon - Mono Mix,1966,68,0.102,0.595,0.465,0.0,0.0641,-8.412,0.026000000000000002,0.4920000000000001,124.991,210525,album rock art rock british invasion classic rock folk rock glam rock mellow gold protopunk rock roots rock
Tom Jones,It's Not Unusual,1965,68,0.598,0.47600000000000003,0.722,0.0,0.184,-10.017000000000001,0.0646,0.909,92.96600000000001,119800,adult standards british invasion mellow gold
Crosby Stills Nash,Suite: Judy Blue Eyes - 2005 Remaster,1969,68,0.469,0.451,0.364,0.0,0.19699999999999998,-13.126,0.0436,0.298,154.20600000000005,444053,album rock art rock blues rock classic rock country rock folk folk rock mellow gold psychedelic rock rock roots rock soft rock supergroup
Nancy Sinatra,These Boots Are Made For Walkin',1966,68,0.483,0.74,0.392,1.11e-06,0.0965,-11.995999999999999,0.0824,0.387,82.742,166008,adult standards brill building pop folk rock vocal jazz
The Mamas The Papas,Dream A Little Dream Of Me - With Introduction,1968,68,0.7909999999999999,0.413,0.313,1.5e-06,0.0727,-13.138,0.0519,0.349,92.515,194427,brill building pop bubblegum pop classic rock folk folk rock mellow gold psychedelic rock rock soft rock sunshine pop
Steppenwolf,Born To Be Wild - Single Version,1968,68,0.262,0.439,0.7340000000000001,0.33299999999999996,0.244,-12.168,0.09699999999999999,0.54,145.703,212893,acid rock album rock blues rock classic canadian rock classic rock country rock folk rock hard rock mellow gold psychedelic rock rock roots rock
The Moody Blues,Nights In White Satin - Single Version / Mono Mix,1967,68,0.465,0.195,0.483,0.4970000000000001,0.0686,-4.9910000000000005,0.03,0.17300000000000001,84.71,269107,album rock art rock british invasion classic rock classic uk pop country rock flute rock folk folk rock hard rock mellow gold progressive rock psychedelic rock rock soft rock symphonic rock
The Marvelettes,Please Mr. Postman,1961,68,0.7290000000000001,0.785,0.7759999999999999,0.0,0.18100000000000002,-5.2589999999999995,0.0312,0.9670000000000001,121.505,148040,brill building pop classic girl group classic soul motown rhythm and blues soul southern soul
The Beatles,Oh! Darling - Remastered 2009,1969,68,0.0126,0.42200000000000004,0.6559999999999999,0.0279,0.268,-8.412,0.0397,0.5489999999999999,173.93,207240,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),1965,68,0.135,0.452,0.818,2.72e-05,0.052000000000000005,-8.124,0.0439,0.755,124.47399999999999,229360,art rock beatlesque blues rock brill building pop classic rock classic uk pop cosmic american country rock folk folk rock mellow gold psychedelic rock rock roots rock soft rock
The Beatles,A Hard Day's Night - Remastered 2009,1964,68,0.13699999999999998,0.59,0.805,0.0,0.0996,-6.481,0.0371,0.797,138.514,154200,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Frank Sinatra,Strangers In The Night,1966,67,0.5920000000000001,0.259,0.473,0.0,0.201,-8.275,0.0295,0.539,90.348,157867,adult standards easy listening lounge
Booker T the M G s,Green Onions,1962,67,0.767,0.816,0.514,0.9490000000000001,0.0899,-8.741,0.0339,0.912,136.83700000000002,176333,classic soul funk instrumental funk instrumental soul memphis soul soul southern soul
Louis Armstrong,What A Wonderful World - Single Version,1968,67,0.7290000000000001,0.271,0.165,1.6e-06,0.11800000000000001,-20.651999999999997,0.0351,0.203,77.082,139227,adult standards dixieland harlem renaissance jazz trumpet new orleans jazz soul swing vocal jazz
The Lovin Spoonful,Do You Believe in Magic?,1965,67,0.218,0.552,0.742,0.0,0.33899999999999997,-7.962999999999999,0.0454,0.7509999999999999,138.591,125827,brill building pop bubblegum pop classic rock classic uk pop country rock folk folk rock mellow gold merseybeat psychedelic rock rock rock-and-roll roots rock soft rock
The Beatles,A Day In The Life - Remastered 2009,1967,67,0.29,0.364,0.457,0.000106,0.922,-14.162,0.0675,0.175,163.219,337413,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Bob Dylan Johnny Cash,Girl from the North Country,1969,67,0.843,0.607,0.142,0.000197,0.121,-23.455,0.0382,0.305,118.867,220400,album rock classic rock country rock folk folk rock mellow gold rock roots rock singer-songwriter
The Temptations,Ain't Too Proud To Beg,1966,67,0.5489999999999999,0.763,0.6559999999999999,0.0,0.125,-6.86,0.0417,0.9259999999999999,118.39399999999999,156173,classic soul funk memphis soul motown soul
The Rolling Stones,You Can't Always Get What You Want,1969,67,0.64,0.32,0.62,6.36e-05,0.253,-9.686,0.0594,0.47200000000000003,86.32700000000001,448720,british invasion classic rock rock
Frankie Valli,Can't Take My Eyes off You,1967,67,0.508,0.581,0.78,1.07e-05,0.0799,-7.053,0.0567,0.561,123.711,203680,adult standards brill building pop bubblegum pop doo-wop folk rock lounge motown northern soul rock-and-roll
The Everly Brothers,All I Have to Do Is Dream,1964,67,0.8390000000000001,0.534,0.462,0.0,0.129,-8.172,0.0266,0.534,96.195,143333,adult standards brill building pop folk rock mellow gold rock-and-roll rockabilly soul sunshine pop
The Doors,Touch Me,1969,67,0.405,0.425,0.903,0.0128,0.11699999999999999,-4.801,0.0732,0.769,108.74799999999999,190253,acid rock album rock classic rock psychedelic rock rock
Mary Wells,My Guy,1964,67,0.557,0.691,0.581,4.620000000000001e-05,0.147,-7.85,0.065,0.91,126.615,174440,brill building pop classic soul funk motown soul
The Beatles,Penny Lane - Remastered 2009,1967,67,0.212,0.6509999999999999,0.488,0.026000000000000002,0.136,-8.22,0.0316,0.49,113.038,180893,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Simon Garfunkel,America,1968,67,0.5539999999999999,0.259,0.24100000000000002,6.62e-06,0.0849,-15.955,0.042,0.275,178.453,215293,classic rock folk folk rock melancholia mellow gold rock
The Beatles,All You Need Is Love - Remastered 2009,1967,67,0.34600000000000003,0.4,0.48,3.1e-05,0.155,-7.768,0.0295,0.653,103.436,230387,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Aretha Franklin,Think,1968,67,0.251,0.687,0.63,0.0,0.221,-10.817,0.0389,0.9259999999999999,110.051,139733,classic soul jazz blues memphis soul soul southern soul
The Beatles,Michelle - Remastered 2009,1965,67,0.652,0.578,0.29,0.0,0.105,-12.501,0.0341,0.6659999999999999,117.40299999999999,162373,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Creedence Clearwater Revival,Green River,1969,67,0.0312,0.7020000000000001,0.772,0.00837,0.0809,-9.677,0.0277,0.973,141.694,154120,album rock classic rock country rock rock roots rock southern rock swamp rock
Jimi Hendrix,Voodoo Child (Slight Return),1968,67,0.48,0.214,0.91,0.00839,0.0517,-6.662000000000001,0.389,0.447,175.56099999999995,313373,acid rock album rock blues rock classic rock hard rock psychedelic rock rock
Percy Sledge,When a Man Loves a Woman,1966,67,0.13,0.516,0.15,0.0755,0.122,-20.41,0.0272,0.20600000000000002,97.398,173867,brill building pop classic soul soul southern soul
Harry Nilsson,"Everybody's Talkin' - From ""Midnight Cowboy""",1968,67,0.33799999999999997,0.43799999999999994,0.349,5.6999999999999996e-05,0.41700000000000004,-15.569,0.038,0.6829999999999999,124.984,163587,art rock brill building pop classic rock classic uk pop country rock folk folk rock mellow gold rock roots rock singer-songwriter soft rock
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,1967,67,0.318,0.634,0.677,0.0,0.0902,-7.19,0.0448,0.9390000000000001,95.792,179120,adult standards brill building pop chicago soul classic soul funk lounge motown quiet storm rhythm and blues rock-and-roll rockabilly soul
Bee Gees,To Love Somebody,1967,67,0.7290000000000001,0.423,0.384,4.11e-06,0.27,-12.503,0.0315,0.521,90.43,182000,disco mellow gold soft rock
The Zombies,Time of the Season - Mono Version,1968,67,0.142,0.537,0.7,1.58e-06,0.38299999999999995,-6.852,0.0366,0.695,117.111,214027,art rock baroque pop brill building pop british invasion bubblegum pop classic rock classic uk pop folk rock psychedelic rock rock
Nina Simone,I Wish I Knew How It Would Feel to Be Free,1967,67,0.747,0.687,0.51,0.0,0.11699999999999999,-8.501,0.0761,0.6659999999999999,122.249,188613,jazz blues soul soul jazz torch song vocal jazz
Bee Gees,I Started A Joke,1968,66,0.156,0.31,0.46399999999999997,8.94e-06,0.132,-8.755,0.0275,0.431,144.775,188307,disco mellow gold soft rock
The Beatles,With A Little Help From My Friends - Remastered 2009,1967,66,0.365,0.705,0.515,0.0,0.389,-9.343,0.0337,0.8029999999999999,112.035,164107,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Crosby Stills Nash,Helplessly Hoping - 2005 Remaster,1969,66,0.914,0.5670000000000001,0.159,0.0,0.111,-13.648,0.0331,0.436,146.91299999999995,157893,album rock art rock blues rock classic rock country rock folk folk rock mellow gold psychedelic rock rock roots rock soft rock supergroup
Bob Seger,Ramblin' Gamblin' Man,1969,66,0.0232,0.601,0.84,0.0,0.0569,-3.8280000000000003,0.0509,0.8959999999999999,130.811,145311,album rock blues rock classic rock country rock detroit rock folk rock hard rock heartland rock mellow gold rock soft rock
The Beatles,"Hello, Goodbye - Remastered 2009",1967,66,0.306,0.479,0.733,2.4e-05,0.414,-8.753,0.0256,0.8059999999999999,99.307,208840,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Velvet Underground Nico,Sunday Morning,1967,66,0.0869,0.506,0.442,0.0023899999999999998,0.0846,-13.267999999999999,0.0276,0.532,105.82600000000001,175893,alternative rock art rock classic rock folk rock melancholia permanent wave protopunk psychedelic rock rock
Bob Dylan,"Don't Think Twice, It's All Right",1963,66,0.89,0.6,0.243,0.0022,0.249,-17.085,0.0366,0.46799999999999997,110.535,217400,album rock classic rock country rock folk folk rock mellow gold rock roots rock singer-songwriter
Duke Ellington John Coltrane,In A Sentimental Mood,1963,66,0.9359999999999999,0.46399999999999997,0.305,0.0846,0.20800000000000002,-12.435,0.0316,0.282,108.229,255227,adult standards african-american classical big band cool jazz harlem renaissance jazz jazz piano swing vocal jazz
Nina Simone,I Put A Spell On You,1965,66,0.755,0.42,0.39799999999999996,0.000537,0.172,-9.13,0.0296,0.364,88.897,155027,jazz blues soul soul jazz torch song vocal jazz
Simon Garfunkel,Homeward Bound,1966,66,0.8290000000000001,0.485,0.38,0.0,0.10300000000000001,-11.773,0.034,0.531,92.93299999999999,149613,classic rock folk folk rock melancholia mellow gold rock
The Beatles,Ticket To Ride - Remastered 2009,1965,66,0.0457,0.519,0.85,0.0,0.233,-6.777,0.0678,0.7490000000000001,123.419,189680,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Beach Boys,I Get Around (Mono),1964,66,0.36,0.39,0.625,0.0,0.0663,-7.813,0.0537,0.514,144.338,134387,baroque pop brill building pop classic rock folk rock psychedelic rock rock sunshine pop
Jerry Lee Lewis,Great Balls Of Fire,1964,66,0.45799999999999996,0.4,0.818,3.25e-06,0.132,-11.238,0.08,0.9359999999999999,166.287,109707,adult standards brill building pop piano rock rock-and-roll rockabilly
The Beatles,Back In The U.S.S.R. - Remastered 2009,1968,66,0.069,0.48,0.9690000000000001,0.00022,0.0608,-7.463999999999999,0.0854,0.494,142.489,163453,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Supremes,Stop! In The Name Of Love - Single Version,1965,66,0.531,0.612,0.444,0.0,0.126,-12.752,0.0293,0.503,114.961,172907,brill building pop classic girl group disco funk motown quiet storm soul
Sam Dave,"Hold On, I'm Comin'",1966,66,0.196,0.8029999999999999,0.33799999999999997,0.038,0.09699999999999999,-14.029000000000002,0.0349,0.912,106.84100000000001,155707,classic soul funk memphis soul motown soul southern soul
The Kinks,Waterloo Sunset - Mono Mix,1967,66,0.162,0.512,0.69,0.0,0.16699999999999998,-6.968999999999999,0.0249,0.41700000000000004,107.839,194216,album rock art rock british invasion classic rock folk rock glam rock mellow gold protopunk rock roots rock
Jimmy Cliff,I Can See Clearly Now,1969,66,0.0048200000000000005,0.799,0.662,0.000505,0.0484,-8.585,0.0347,0.7170000000000001,120.08200000000001,196000,dub reggae roots reggae ska
Fontella Bass,Rescue Me,1966,66,0.6679999999999999,0.6779999999999999,0.544,9.62e-06,0.10300000000000001,-9.468,0.0326,0.963,122.735,171027,brill building pop chicago soul classic soul motown rhythm and blues soul
Paul Anka,Put Your Head on My Shoulder,1966,66,0.9059999999999999,0.5489999999999999,0.433,0.0108,0.0774,-8.526,0.0327,0.486,116.068,155080,adult standards brill building pop canadian pop easy listening lounge rock-and-roll
The Rolling Stones,Under My Thumb,1966,65,0.299,0.732,0.494,0.205,0.0919,-13.571,0.0406,0.799,126.986,221533,british invasion classic rock rock
The Beatles,Yellow Submarine - Remastered 2009,1966,65,0.531,0.604,0.5489999999999999,0.0,0.43799999999999994,-9.873,0.0389,0.696,111.398,158880,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Beatles,You've Got To Hide Your Love Away - Remastered 2009,1965,65,0.207,0.39799999999999996,0.392,0.0,0.102,-9.05,0.0282,0.37799999999999995,184.267,129120,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Temptations,Get Ready,1966,65,0.40399999999999997,0.59,0.737,0.0,0.10800000000000001,-5.867000000000001,0.0384,0.877,132.966,164160,classic soul funk memphis soul motown soul
Stevie Wonder,My Cherie Amour,1969,65,0.228,0.574,0.507,4.57e-06,0.27899999999999997,-11.343,0.0258,0.514,101.085,173307,adult standards funk indie r&b motown quiet storm soul
The Lovin Spoonful,Summer in the City - Remastered,1966,65,0.0592,0.423,0.6809999999999999,0.000177,0.0889,-9.756,0.0397,0.5589999999999999,110.461,160307,brill building pop bubblegum pop classic rock classic uk pop country rock folk folk rock mellow gold merseybeat psychedelic rock rock rock-and-roll roots rock soft rock
The Beatles,Drive My Car - Remastered 2009,1965,65,0.0173,0.754,0.5710000000000001,0.0,0.3,-8.547,0.0421,0.82,122.463,148893,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Bob Dylan,Mr. Tambourine Man,1965,65,0.794,0.39,0.31,0.0,0.379,-14.545,0.0676,0.584,177.515,330533,album rock classic rock country rock folk folk rock mellow gold rock roots rock singer-songwriter
The Supremes,Where Did Our Love Go,1964,65,0.7909999999999999,0.5660000000000001,0.49,1.42e-05,0.0919,-10.867,0.0414,0.847,134.934,153333,brill building pop classic girl group disco funk motown quiet storm soul
The Beatles,Can't Buy Me Love - Remastered 2009,1964,65,0.28300000000000003,0.483,0.677,0.0,0.321,-5.91,0.0593,0.8420000000000001,170.72,131867,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Band,The Night They Drove Old Dixie Down - Remastered 2000,1969,65,0.45299999999999996,0.507,0.493,0.0,0.24100000000000002,-8.786,0.0327,0.467,127.671,213267,album rock blues rock classic rock country rock folk rock mellow gold rock roots rock soft rock southern rock
Leonard Cohen,Suzanne,1967,65,0.922,0.409,0.172,0.00112,0.111,-16.44,0.0389,0.35200000000000004,132.151,229293,canadian singer-songwriter folk folk rock melancholia permanent wave singer-songwriter
Creedence Clearwater Revival,Cotton Fields,1969,65,0.237,0.5820000000000001,0.6409999999999999,0.0,0.132,-7.621,0.0297,0.86,148.634,177267,album rock classic rock country rock rock roots rock southern rock swamp rock
The Rolling Stones,"Paint It, Black - Mono",1966,65,0.0103,0.505,0.836,0.0771,0.295,-7.383999999999999,0.10099999999999999,0.764,159.66899999999995,204480,british invasion classic rock rock
The Beatles,I Am The Walrus - Remastered 2009,1967,65,0.0828,0.401,0.556,0.000359,0.589,-10.532,0.0513,0.654,85.206,275867,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Sonny Cher,I Got You Babe,1965,65,0.136,0.629,0.795,5.44e-06,0.132,-6.02,0.0278,0.6,110.583,190080,adult standards brill building pop bubblegum pop folk folk rock mellow gold merseybeat rock-and-roll
The Isley Brothers,This Old Heart Of Mine (Is Weak For You),1966,65,0.34600000000000003,0.632,0.59,0.0,0.24,-10.206,0.0305,0.953,130.287,172733,classic soul disco funk motown quiet storm soul
Patsy Cline The Jordanaires,Crazy - Single Version,1961,65,0.9309999999999999,0.47100000000000003,0.021,1.19e-06,0.10300000000000001,-24.385,0.0366,0.35600000000000004,107.765,164573,adult standards nashville sound rockabilly
Sly The Family Stone,Everyday People,1969,65,0.306,0.807,0.4970000000000001,0.0323,0.043,-10.655999999999999,0.0297,0.765,114.523,141507,classic rock classic soul folk rock funk funk rock motown psychedelic soul rock soul
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,1967,65,0.0857,0.451,0.6729999999999999,0.00225,0.797,-9.115,0.0734,0.583,95.51299999999999,122893,beatlesque british invasion classic rock merseybeat psychedelic rock rock
The Beach Boys,Don't Worry Baby - Remastered 2001,1964,65,0.0666,0.48700000000000004,0.46399999999999997,0.0053100000000000005,0.105,-9.821,0.03,0.851,121.242,169933,baroque pop brill building pop classic rock folk rock psychedelic rock rock sunshine pop
Santana,Black Magic Woman - Single Version,1969,65,0.6759999999999999,0.489,0.349,0.0789,0.0866,-14.295,0.0323,0.622,124.348,196467,dark trap miami hip hop underground hip hop vapor trap
The Temptations,The Way You Do The Things You Do,1964,65,0.159,0.618,0.7040000000000001,0.000262,0.358,-4.686,0.0321,0.741,124.21799999999999,165744,classic soul funk memphis soul motown soul
The Beatles,Eight Days A Week - Remastered 2009,1964,65,0.41200000000000003,0.652,0.583,0.0,0.11900000000000001,-7.811,0.038,0.7440000000000001,138.134,163600,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Bob Dylan,"Lay, Lady, Lay",1969,65,0.35600000000000004,0.52,0.179,0.00344,0.131,-21.976,0.0454,0.40700000000000003,155.746,197093,album rock classic rock country rock folk folk rock mellow gold rock roots rock singer-songwriter
Chubby Checker,Let's Twist Again,1961,64,0.0987,0.604,0.7090000000000001,0.0,0.0551,-6.3770000000000024,0.158,0.907,167.832,137360,adult standards brill building pop bubblegum pop rock-and-roll rockabilly
The Rolling Stones,Ruby Tuesday,1967,64,0.831,0.524,0.5529999999999999,0.0,0.174,-10.767000000000001,0.0292,0.517,104.57799999999999,196493,british invasion classic rock rock
Dion,Runaround Sue,1961,64,0.451,0.364,0.607,0.0,0.251,-9.791,0.125,0.598,79.987,171600,adult standards brill building pop doo-wop lounge rock-and-roll rockabilly
Roberta Flack,The First Time Ever I Saw Your Face,1969,64,0.731,0.311,0.0264,0.00205,0.156,-21.644000000000002,0.037000000000000005,0.139,120.65299999999999,260666,adult standards classic soul disco funk mellow gold motown quiet storm soft rock soul vocal jazz
Charles Aznavour,La bohème,1966,64,0.8079999999999999,0.377,0.337,0.0,0.23800000000000002,-7.346,0.0341,0.545,117.316,245187,chanson
Sam Dave,Soul Man,1967,64,0.263,0.79,0.41,0.00314,0.174,-13.241,0.0343,0.815,112.345,159000,classic soul funk memphis soul motown soul southern soul
The Troggs,Wild Thing,1966,64,0.741,0.45299999999999996,0.6579999999999999,0.0288,0.135,-13.472000000000001,0.0539,0.7609999999999999,203.87099999999998,155333,brill building pop british invasion bubblegum pop classic garage rock classic rock classic uk pop folk rock freakbeat merseybeat psychedelic rock rock-and-roll
The Beatles,I Will - Remastered 2009,1968,64,0.742,0.631,0.387,0.00040599999999999995,0.0822,-11.529000000000002,0.0262,0.8320000000000001,103.11,105933,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Marlena Shaw,California Soul,1969,64,0.555,0.513,0.826,3.48e-05,0.366,-8.407,0.0574,0.539,94.58200000000001,177227,funk jazz funk soul
The Rolling Stones,Jumpin' Jack Flash - Mono,1966,64,0.0362,0.596,0.9009999999999999,0.7490000000000001,0.0698,-7.3729999999999976,0.0482,0.621,137.359,219467,british invasion classic rock rock
Bobby Hebb,Sunny,1966,64,0.93,0.7140000000000001,0.33799999999999997,0.00644,0.389,-10.994000000000002,0.0456,0.667,128.385,165067,motown northern soul
The Box Tops,The Letter,1967,64,0.252,0.638,0.428,0.0,0.132,-12.155999999999999,0.0687,0.9009999999999999,139.434,112800,brill building pop bubblegum pop classic garage rock classic rock folk rock merseybeat
Jimi Hendrix,The Wind Cries Mary,1967,64,0.348,0.499,0.495,0.0286,0.2,-10.508,0.0501,0.33899999999999997,80.086,200733,acid rock album rock blues rock classic rock hard rock psychedelic rock rock
Led Zeppelin,Heartbreaker - 1990 Remaster,1969,64,0.0746,0.40299999999999997,0.7090000000000001,0.494,0.132,-9.366,0.0885,0.654,97.161,254133,album rock classic rock hard rock rock
Otis Redding,Try a Little Tenderness,1966,64,0.18600000000000005,0.5870000000000001,0.133,2.26e-05,0.258,-15.151,0.0565,0.068,102.93799999999999,201733,classic soul funk memphis soul soul soul blues southern soul
The Beatles,Golden Slumbers - Remastered 2009,1969,64,0.326,0.419,0.152,0.0034,0.113,-12.126,0.0277,0.239,80.608,91760,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Elvis Presley,In the Ghetto,1969,64,0.716,0.40399999999999997,0.266,0.133,0.107,-16.688,0.0334,0.491,88.916,167413,rock-and-roll rockabilly
The Byrds,Mr. Tambourine Man,1965,64,0.513,0.456,0.47,3.76e-05,0.444,-9.564,0.0294,0.639,120.336,149467,art rock beatlesque blues rock brill building pop classic rock classic uk pop cosmic american country rock folk folk rock mellow gold psychedelic rock rock roots rock soft rock
The Beatles,Till There Was You - Remastered 2009,1963,64,0.79,0.727,0.33799999999999997,0.0,0.105,-13.887,0.0454,0.6459999999999999,122.421,133507,beatlesque british invasion classic rock merseybeat psychedelic rock rock
Andy Williams,"Moon River (From ""Breakfast at Tiffany's"")",1962,64,0.86,0.281,0.212,7.730000000000001e-05,0.11900000000000001,-15.513,0.031,0.195,95.555,162893,adult standards brill building pop easy listening lounge mellow gold vocal jazz
AC DC,Highway to Hell,1979,83,0.0591,0.573,0.9129999999999999,0.00173,0.156,-4.793,0.132,0.42200000000000004,115.715,208400,australian rock hard rock rock
Lynyrd Skynyrd,Sweet Home Alabama,1974,82,0.18100000000000002,0.596,0.605,0.000331,0.0863,-12.145,0.0255,0.8859999999999999,97.79799999999999,283800,album rock blues rock classic rock country rock hard rock mellow gold rock soft rock southern rock
Eagles,Hotel California - 2013 Remaster,1976,82,0.0057399999999999994,0.579,0.508,0.0004940000000000001,0.0575,-9.484,0.027000000000000003,0.609,147.125,391376,album rock classic rock country rock folk rock heartland rock mellow gold rock soft rock yacht rock
Electric Light Orchestra,Mr. Blue Sky,1977,81,0.652,0.38799999999999996,0.33799999999999997,3.72e-06,0.248,-10.054,0.0328,0.47700000000000004,177.78400000000005,303373,album rock art rock beatlesque bow pop classic rock folk rock glam rock mellow gold rock soft rock symphonic rock
